,len1,len2,len3,prlendif1,prlendif2,postrix1,postrix2,minl1,minl2,minl3,prrat1,prrat2,startdate,rat,len,sn,refid,maxang1,maxang2,maxh1,maxh2,maxh3
30409,-4.0,13.0,-20.0,-4.0,-9.0,4.0,7.0,19.1,20.0,19.66,5.848235862735617,8.482563619227147,2017-01-23,0.0,4,600379,502,1.593370190819028,3.756829035217671,22.26,23.38,25.18
31858,-3.0,15.0,-24.0,-3.0,-11.0,3.0,9.0,7.55,7.99,7.27,12.469135802469133,7.167235494880563,2016-03-03,0.0,4,600683,519,1.2710915068276116,2.5397408716212104,9.11,9.5,12.04
31985,-5.0,12.0,-5.0,-5.0,-6.0,1.0,6.0,15.15,15.86,15.0,16.34114583333335,12.838633686690226,2016-03-07,20.32608695652176,14,600421,414,3.870556433467794,6.8075601329937365,17.89,19.4,16.45
32247,-5.0,15.0,-19.0,-5.0,-15.0,5.0,7.0,6.15,6.38,6.09,10.610932475884251,18.08346213292118,2016-03-07,35.9375,32,600821,526,1.096230467866534,2.9556658473131265,7.04,7.7,11.57
32564,-6.0,8.0,13.0,-6.0,-10.0,4.0,10.0,13.15,13.91,14.3,7.708628005657703,18.771100607697488,2016-03-08,0.0,3,600172,475,1.8124688812052776,6.3205868783074655,15.73,17.89,19.43
32786,-3.0,14.0,-3.0,-3.0,-14.0,3.0,10.0,4.5,4.74,4.44,10.389610389610374,10.685483870967747,2016-03-03,0.7575757575757569,6,600853,501,0.6200475278891961,2.0961218160046853,5.14,5.58,4.91
32908,-5.0,21.0,-14.0,-5.0,-21.0,1.0,7.0,4.51,4.65,4.88,21.336206896551737,8.671586715867164,2016-03-07,0.0,8,600975,509,1.29187311723854,2.4020983000315894,5.63,5.91,8.41
33043,-3.0,11.0,-20.0,-3.0,-11.0,3.0,3.0,5.84,6.3,6.16,8.032786885245912,11.127819548872163,2016-03-03,12.594840667678307,26,600816,506,0.5364685100658078,2.47546984245087,6.59,7.43,10.2
33747,-4.0,15.0,-3.0,-4.0,-15.0,4.0,11.0,7.86,8.21,7.84,7.663316582914571,9.85748218527316,2016-03-04,17.738095238095237,31,603167,527,1.072681362275639,2.7665937231514572,8.75,9.26,8.62
34279,-3.0,12.0,-6.0,-3.0,-12.0,3.0,8.0,4.68,5.0,4.81,12.6819126819127,12.71676300578033,2016-03-03,10.402684563758392,9,601118,522,0.4806570919722922,2.00982828038576,5.45,5.88,5.35
34517,-3.0,13.0,-5.0,-3.0,-13.0,3.0,7.0,6.68,7.14,6.7,13.005780346820805,11.836734693877561,2016-03-03,6.803594351732988,19,600510,499,0.7563125990809674,3.4421334381627875,7.82,8.46,7.66
34748,-2.0,13.0,-26.0,-2.0,-13.0,2.0,7.0,31.61,32.93,32.64,4.014272970561983,7.721010332950627,2016-03-02,7.270783213044663,17,600694,525,0.5550814904157749,11.01326953631292,35.13,37.62,54.54
35043,-5.0,13.0,-31.0,-5.0,-13.0,1.0,5.0,17.01,17.82,13.35,10.000000000000009,23.31797235023043,2015-08-07,18.065693430656914,10,600129,274,7.25370343446185,23.886243475675982,20.79,27.28,45.0
35255,-4.0,15.0,-20.0,-4.0,-13.0,4.0,11.0,31.23,32.58,30.03,12.030534351145027,15.672074159907279,2016-03-07,30.141548709408816,17,600754,398,5.701118488387553,16.306920921498048,37.92,40.74,49.51
35364,-6.0,13.0,-5.0,-6.0,-13.0,4.0,7.0,9.89,10.51,9.83,10.665362035225057,13.864042933810385,2016-03-08,28.938053097345122,30,600090,367,1.6609767941710245,6.31152998646713,11.44,13.05,11.52
35778,-5.0,11.0,-18.0,-5.0,-11.0,5.0,5.0,11.18,12.15,10.88,3.100775193798455,12.965616045845252,2015-08-11,1.555869872701554,8,600238,292,1.3494704282985128,9.16312904366526,13.39,16.46,21.76
36056,-6.0,13.0,-5.0,-6.0,-13.0,4.0,9.0,8.23,8.67,8.11,7.609988109393594,11.837655016910944,2016-03-08,25.18837459634018,30,600356,460,1.052938751465288,2.9393918886451598,9.27,9.93,9.02
36568,-2.0,10.0,-21.0,-2.0,-10.0,2.0,2.0,10.54,11.31,10.01,9.245283018867934,8.026509572901317,2015-08-05,38.831615120274904,13,600692,388,0.7946739476185576,7.4857984704346086,11.61,15.28,24.79
38221,-3.0,13.0,-5.0,-3.0,-13.0,3.0,9.0,8.03,8.31,8.11,7.636363636363641,14.55180442374855,2016-03-03,0.0,6,601519,387,1.1773066650620805,3.857890507350602,8.97,9.99,8.97
38413,-4.0,14.0,-4.0,-4.0,-12.0,4.0,8.0,6.57,6.8,6.39,11.144130757800896,13.426573426573407,2016-03-04,3.6388140161725198,5,600470,519,0.827330595130678,2.9327511020894903,7.75,8.17,7.1
38638,-3.0,12.0,-26.0,-3.0,-12.0,3.0,4.0,9.58,10.3,11.09,7.850834151128573,14.43123938879458,2016-03-04,2.2900763358778558,5,600160,514,0.9868044465652972,6.884530364357728,11.73,13.73,24.06
39669,-3.0,13.0,-5.0,-3.0,-13.0,3.0,9.0,11.18,12.12,11.25,12.478184991273999,11.848341232227488,2016-03-03,0.0,2,603222,251,1.4933291945222915,6.2165164028598126,13.03,14.33,13.17
40699,-2.0,14.0,-4.0,-2.0,-14.0,2.0,8.0,5.4,5.65,5.55,6.148282097649193,8.291032148900168,2016-03-02,18.79084967320261,31,600550,519,0.32224872591726955,2.058580851947913,5.95,6.44,6.07
41131,-4.0,14.0,-2.0,-4.0,-12.0,4.0,14.0,10.2,10.6,10.26,10.470701248799232,13.309024612579744,2016-03-04,1.9178082191780852,2,601007,526,1.5388997714167574,3.995842565007227,11.85,12.69,10.9
41397,-5.0,16.0,-2.0,-5.0,-16.0,3.0,12.0,12.94,13.34,12.6,7.0536370315944295,15.874177029992676,2016-03-08,0.0,3,601311,509,1.7959154292711317,6.287260270495435,14.99,16.15,13.62
42343,-4.0,11.0,-20.0,-4.0,-11.0,4.0,5.0,14.7,15.34,11.24,21.020408163265323,26.939017169923037,2015-08-07,8.473655621944598,11,600701,260,3.828293299421162,18.452187037052767,17.79,22.31,32.29
43842,-3.0,12.0,-6.0,-3.0,-12.0,3.0,6.0,8.73,9.29,8.77,14.253393665158365,7.422266800401213,2016-03-03,19.399999999999995,26,600580,497,1.1107389203420543,3.906169969620688,10.13,10.79,10.49
44641,-3.0,12.0,-6.0,-3.0,-12.0,3.0,6.0,5.77,6.23,5.95,12.22030981067126,7.587253414264027,2016-03-03,33.74613003095976,34,600173,511,0.7900567070981637,2.0758900208885467,6.55,7.19,7.03
45621,-5.0,13.0,-6.0,-5.0,-13.0,1.0,7.0,7.87,8.18,8.25,11.138014527845039,11.943539630836053,2016-03-08,14.994606256742182,21,600218,522,1.4037746205629662,3.989572456685885,9.18,10.78,9.67
45814,-4.0,13.0,-5.0,-4.0,-13.0,4.0,9.0,4.45,4.75,4.51,9.170305676855882,13.319672131147554,2016-03-04,28.48484848484849,24,600705,425,0.6638698038756949,2.326639177061125,5.16,5.62,5.16
46613,-9.0,12.0,-15.0,-9.0,-12.0,1.0,6.0,13.98,14.62,14.61,0.0,9.92063492063493,2016-06-28,9.929980903882864,25,600689,451,1.0757179203999083,5.085041473483466,15.59,16.97,21.24
46724,-4.0,14.0,-3.0,-4.0,-14.0,4.0,8.0,10.12,10.9,10.65,8.213944603629407,8.449477351916366,2016-03-04,18.95482728077946,31,600100,505,1.168531829472065,4.6116940130260025,11.64,12.75,11.48
46908,-3.0,14.0,-21.0,-3.0,-14.0,3.0,8.0,8.23,8.57,8.24,10.739856801909296,8.758314855875838,2016-03-03,12.365591397849453,25,600051,515,1.0846763474876957,2.902183727296156,9.35,9.83,13.12
47233,-4.0,9.0,-14.0,-4.0,-9.0,4.0,1.0,4.51,4.75,4.42,8.993576017130621,7.25490196078431,2016-06-20,28.45691382765532,22,601001,527,0.4839002569078551,1.5549429585027217,5.15,5.65,6.35
47292,-7.0,8.0,-24.0,-7.0,-8.0,3.0,2.0,27.52,30.33,27.19,1.9450447669033808,9.830028328611906,2015-08-07,10.751336057843444,8,600666,308,5.9846648826306685,18.606545223257246,35.18,39.51,52.98
47716,-5.0,13.0,-19.0,-5.0,-13.0,3.0,5.0,13.87,14.96,10.77,6.7096774193548425,17.10376282782211,2015-08-07,16.846522781774564,11,600513,385,4.047339321640289,16.847258164453454,16.86,20.69,31.47
48131,-4.0,16.0,-17.0,-4.0,-16.0,4.0,6.0,12.14,12.84,12.83,7.2868217054263615,14.680851063829794,2016-03-07,0.0,4,600568,393,1.3862391040283055,8.540060178169204,14.27,16.35,25.07
48305,-4.0,10.0,-30.0,-4.0,-10.0,4.0,4.0,8.8,9.94,7.91,9.100204498977504,35.364727608494924,2015-08-06,33.64565587734241,13,600730,267,3.688079429160049,13.372754354459335,10.67,14.86,21.68
48553,-6.0,13.0,-5.0,-6.0,-13.0,2.0,9.0,18.15,19.34,18.6,7.917570498915393,8.420009905893997,2016-03-08,22.574055158324825,23,603020,233,2.6289869668330645,6.659157694007074,20.29,22.02,20.59
48842,-4.0,13.0,-23.0,-4.0,-13.0,4.0,7.0,4.38,4.65,4.32,10.067114093959725,9.456740442655944,2016-03-04,21.28099173553719,26,600881,498,0.8412699632927196,2.6889545440689804,5.04,5.53,7.38
48968,-6.0,14.0,-3.0,-6.0,-14.0,2.0,8.0,6.0,6.26,5.7,10.310965630114557,15.076923076923075,2016-03-08,41.24629080118694,35,600800,529,1.1495515941272008,3.4377191488384313,7.02,7.65,7.22
49524,-6.0,12.0,-8.0,-6.0,-12.0,2.0,4.0,9.0,10.11,9.86,7.296137339055786,12.07865168539326,2016-03-08,23.499999999999986,37,600967,383,1.876478675663848,5.277390216988777,10.4,12.11,12.85
51248,-5.0,13.0,-3.0,-5.0,-7.0,5.0,9.0,16.23,16.84,15.8,5.969300739056282,12.095875139353394,2016-03-04,13.022246337493206,17,600804,493,2.97455654399294,7.01345538482357,19.16,20.52,17.24
51579,-3.0,15.0,-3.0,-3.0,-15.0,3.0,9.0,14.31,15.05,14.48,7.713310580204769,9.869281045751618,2016-03-03,10.532994923857883,32,600993,526,1.4606776975907487,4.405078738873,15.87,17.18,15.68
52540,-4.0,13.0,-4.0,-4.0,-13.0,4.0,9.0,7.41,7.88,7.58,10.449735449735444,11.056511056511042,2016-03-04,16.020025031289098,32,601002,517,0.9398435874756628,2.7620908602817607,8.46,9.1,8.28
52607,-3.0,13.0,-5.0,-3.0,-13.0,3.0,9.0,6.2,6.5,5.9,11.370716510903426,10.869565217391308,2016-03-03,0.0,4,600215,524,0.8247933281603038,4.017589925416032,7.17,7.75,6.84
53034,-7.0,14.0,-3.0,-7.0,-14.0,1.0,10.0,12.62,13.62,12.64,7.313317936874507,12.073863636363626,2016-03-09,0.0,-1,600613,530,2.1957985123057835,5.417102963861262,14.16,15.82,14.09
53209,-5.0,14.0,-4.0,-5.0,-14.0,5.0,8.0,24.81,26.2,25.1,8.2680250783699,9.432598482110578,2016-03-07,32.454212454212424,16,600563,528,3.3594978079320232,10.134867949930133,28.0,30.37,27.56
54504,-4.0,12.0,-4.0,-4.0,-2.0,4.0,12.0,12.37,13.06,12.32,8.333333333333325,8.860759493670889,2016-03-04,0.7823613086771042,4,600965,451,1.6936161416068187,2.7451184908604933,14.11,15.13,13.49
54685,-4.0,14.0,-4.0,-4.0,-14.0,4.0,8.0,8.6,8.96,8.73,7.069555302166486,10.548977395048453,2016-03-04,12.200435729847502,18,600761,522,1.018135486948933,3.484964860012437,9.65,10.3,9.45
55188,-2.0,13.0,-17.0,-2.0,-13.0,2.0,5.0,20.84,22.12,17.93,8.860759493670889,17.21277478224803,2015-08-05,57.099827882960426,13,600648,384,1.5483519469975175,17.738483050287787,23.35,28.83,44.51
55814,-4.0,14.0,-20.0,-4.0,-14.0,4.0,6.0,9.19,9.82,9.75,8.226495726495742,8.072174738841408,2016-03-04,19.898477157360414,25,601100,488,1.233024060717378,4.324409527877214,10.39,11.44,15.74
57980,-4.0,13.0,-18.0,-4.0,-13.0,4.0,5.0,11.98,12.54,9.25,11.8230358504958,18.714285714285733,2015-08-06,6.958762886597958,10,600114,386,2.59698669532721,13.899373459407974,14.88,16.98,24.99
57994,-3.0,12.0,-5.0,-3.0,-12.0,3.0,6.0,10.02,10.55,10.52,13.689320388349511,7.342657342657333,2016-03-03,32.75862068965518,25,600114,519,1.5588668697696624,3.557384340567069,11.71,12.37,11.36
58552,-4.0,16.0,-15.0,-4.0,-6.0,4.0,8.0,8.02,8.3,8.2,2.398081534772168,8.264462809917351,2017-01-20,22.413793103448292,19,600326,740,0.5738522835020817,1.3826232532372076,8.73,9.23,9.22
58626,-4.0,13.0,-4.0,-4.0,-13.0,4.0,9.0,11.55,12.11,11.6,11.035653650254671,16.826923076923087,2016-03-04,33.51691581431942,23,603818,210,1.9450218085760709,6.435787024306965,13.43,14.84,12.9
58792,-4.0,13.0,-24.0,-4.0,-13.0,2.0,3.0,8.65,9.98,8.54,10.718002081165466,21.21486854034451,2015-08-07,19.631336405529964,10,600713,390,1.8775354523362535,6.7511481583395145,10.97,13.72,19.28
59252,-5.0,11.0,-25.0,-5.0,-11.0,5.0,7.0,7.99,8.4,7.13,4.152637485970812,16.471838469713074,2015-08-07,13.979591836734695,10,601222,377,1.4292828989008688,6.925630976409647,9.42,11.04,14.26
59265,-5.0,12.0,-8.0,-5.0,-12.0,5.0,6.0,7.37,7.9,7.39,9.15032679738561,9.35601458080193,2016-03-07,32.03410475030448,26,601222,515,1.0944938596245248,2.9062318955289266,8.57,9.2,9.17
59381,-4.0,12.0,-7.0,-4.0,-12.0,4.0,6.0,11.86,12.79,12.36,11.45410235580828,11.738811445341144,2016-03-04,27.92727272727273,24,600560,527,1.8931886629185841,5.230249731301878,13.98,15.52,15.02
59947,-6.0,11.0,-23.0,-6.0,-11.0,4.0,3.0,13.3,13.87,10.86,1.9125683060109198,15.909090909090915,2015-08-07,10.80000000000001,10,601313,388,1.931589750487444,8.24886956585627,15.85,18.1,25.49
59959,-4.0,13.0,-5.0,-4.0,-13.0,4.0,7.0,9.79,10.36,9.82,9.603960396039614,12.337662337662337,2016-03-04,19.62616822429908,26,601313,525,1.5919685790385396,4.490936752113423,11.41,12.16,11.02
60655,-3.0,11.0,-4.0,-3.0,-11.0,3.0,9.0,6.14,6.5,6.11,8.346456692913385,9.558823529411775,2016-03-03,0.0,6,600429,424,0.6467951434580157,2.3918868190940583,6.93,7.49,6.68
60998,-7.0,14.0,-3.0,-7.0,-14.0,1.0,8.0,8.43,9.27,9.21,9.896432681242828,11.320754716981131,2016-03-09,19.53385127635961,20,603227,157,2.0668554541079063,4.2966029406197785,9.81,11.39,10.24
61300,-3.0,14.0,-3.0,-3.0,-14.0,3.0,8.0,6.98,7.24,6.93,10.878661087866103,13.994565217391308,2016-03-03,15.037593984962404,21,601377,518,0.8777498951661278,2.8259481628946235,7.99,8.58,7.75
61718,-3.0,11.0,-18.0,-3.0,-11.0,3.0,5.0,13.51,14.14,13.64,13.449023861171371,9.238031018206328,2016-03-03,4.415422885572151,6,600456,526,1.190266633258148,5.2710891779225735,15.69,16.7,19.83
62248,-6.0,12.0,-18.0,-6.0,-12.0,4.0,6.0,12.97,13.59,9.55,0.0,13.3419689119171,2015-08-06,26.25994694960212,11,600206,359,2.6074743105303164,12.607488825749144,15.62,18.18,24.8
62762,-3.0,14.0,-21.0,-3.0,-14.0,1.0,8.0,6.52,6.81,7.33,0.0,8.070617906683486,2016-03-10,12.681638044914113,14,600346,342,0.152394353879037,2.8389859978526832,7.16,8.75,12.99
63895,-3.0,10.0,-17.0,-3.0,-10.0,3.0,2.0,11.58,12.63,11.36,16.40893470790379,22.191780821917817,2015-08-06,19.678127286027802,12,600865,386,1.6970263736622135,13.639026281029654,13.87,18.84,26.08
63906,-7.0,13.0,-21.0,-7.0,-13.0,1.0,7.0,10.2,11.16,10.4,9.082308420056751,9.563066776586961,2016-03-09,29.673321234119786,28,600865,525,2.208729228531196,6.017213283735844,11.76,13.43,19.08
64012,-5.0,14.0,-4.0,-5.0,-14.0,3.0,8.0,11.16,11.86,11.55,10.026385224274414,10.563939634630671,2016-03-07,14.13982717989002,30,603969,250,2.227746115266398,4.908197557077108,12.85,14.04,12.85
64066,-5.0,22.0,-12.0,-5.0,-18.0,3.0,14.0,7.43,7.79,7.78,7.928388746803062,8.170310701956286,2016-03-07,5.862831858407103,4,600882,390,1.2834678136002757,2.4110970490416768,8.69,9.8,10.37
64409,-3.0,15.0,-2.0,-3.0,-13.0,3.0,11.0,14.99,15.79,15.37,18.815104166666675,13.26841144248325,2016-03-03,3.4146341463414664,7,600316,526,2.4513133175619943,6.005939590782602,18.27,18.64,16.7
64714,-2.0,13.0,-44.0,-2.0,-13.0,2.0,7.0,14.02,14.83,14.11,9.985835694051003,15.897435897435884,2016-03-02,30.40659988214496,20,603799,241,1.4260880304152483,8.84440198082718,15.53,18.21,30.92
64764,-5.0,13.0,-16.0,-5.0,-13.0,3.0,3.0,6.33,6.8,5.4,0.0,10.866910866910873,2015-08-07,60.22408963585435,12,600126,321,1.1918453289088022,6.530989122935329,7.48,9.31,14.33
65455,-4.0,13.0,-5.0,-4.0,-13.0,4.0,9.0,4.46,4.79,4.69,9.15032679738561,8.870967741935498,2016-03-04,13.265306122448962,32,601218,527,0.6564771998850413,1.5713770069731126,5.06,5.44,5.06
65521,-5.0,14.0,-4.0,-5.0,-14.0,3.0,8.0,24.1,25.17,23.3,6.186406186406178,8.038095238095245,2016-03-07,15.485278080697928,15,600201,506,3.28503497946454,8.459292280895259,27.1,28.5,26.05
